district_name,bl,bw,ml,mz,pd,wt,year,total_yield,mz_change,pd_change,wt_change,mz_ma3,mz_std3,pd_ma3,pd_std3,wt_ma3,wt_std3,mz_lag1,pd_lag1,wt_lag1,avg_temp,avg_max_temp,temp_range_stddev,annual_precip,avg_humidity,avg_wind,highheat_days,precip_zscore,avg_temp_lag1,annual_precip_lag1,precip_zscore_lag1,highheat_days_lag1,temp_range_stddev_lag1,CENTROID_LAT,CENTROID_LON
DHADING,949.0,,810.0,1554.0,2183.0,1580.0,1999,5317.0,54.0,141.0,312.0,1520.3333333333333,29.365512652315623,2097.0,75.43871685016818,1478.6666666666667,182.48652918320656,1500.0,2042.0,1268.0,17.7746301369863,24.04613698630137,2.9995757577997706,448.91,46.76252054794521,2.267342465753425,0,-1.2968367707305946,17.412739726027397,601.81,-0.8019998849972653,0.0,2.906728732670963,27.954209979452887,84.96217531415405
DHADING,949.0,,830.0,1716.0,2251.0,1580.0,2000,5547.0,162.0,68.0,0.0,1590.0,112.40996397117107,2158.6666666666665,106.60362720533101,1476.0,180.13328398716317,1554.0,2183.0,1580.0,16.843060109289617,22.740901639344262,3.0289128363626143,666.88,51.82811475409836,2.1946994535519124,0,-0.591411028524618,17.7746301369863,448.91,-1.2968367707305946,0.0,2.9995757577997706,27.954209979452887,84.96217531415405
DHADING,949.0,,830.0,1920.0,2570.0,1580.0,2001,6070.0,204.0,319.0,0.0,1730.0,183.40119955987197,2334.6666666666665,206.62123156474803,1580.0,0.0,1716.0,2251.0,1580.0,17.27219178082192,23.297780821917808,2.7788137118273863,584.25,51.291479452054794,2.1824931506849317,0,-0.8588300727897914,16.843060109289617,666.88,-0.591411028524618,0.0,3.0289128363626143,27.954209979452887,84.96217531415405
DHADING,959.0,,1000.0,2100.0,3048.0,1750.0,2002,6898.0,180.0,478.0,170.0,1912.0,192.12495933636518,2623.0,401.1346407379945,1636.6666666666667,98.1495457622362,1920.0,2570.0,1580.0,17.33854794520548,23.52791780821918,2.225356419822028,477.38,50.84010958904109,2.2016438356164385,0,-1.2046980778801832,17.27219178082192,584.25,-0.8588300727897914,0.0,2.7788137118273863,27.954209979452887,84.96217531415405
DHADING,946.0,,967.0,2100.0,3048.0,1750.0,2003,6898.0,0.0,0.0,0.0,2040.0,103.92304845413253,2888.6666666666665,275.973428672641,1693.3333333333333,98.1495457622362,2100.0,3048.0,1750.0,17.125616438356165,23.258986301369866,2.710472547097907,480.79,51.019041095890415,2.194684931506849,0,-1.1936621473350513,17.33854794520548,477.38,-1.2046980778801832,0.0,2.225356419822028,27.954209979452887,84.96217531415405
DHADING,1000.0,,962.0,2100.0,3048.0,1993.0,2004,7141.0,0.0,0.0,243.0,2100.0,0.0,3048.0,0.0,1831.0,140.29611541307895,2100.0,3048.0,1750.0,16.37073770491803,21.689371584699455,2.8849086763645406,1241.68,61.68221311475409,2.0179508196721314,0,1.2688390821327906,17.125616438356165,480.79,-1.1936621473350513,0.0,2.710472547097907,27.954209979452887,84.96217531415405
DHADING,1000.0,,1002.0,2094.0,2958.0,2025.0,2005,7077.0,-6.0,-90.0,32.0,2098.0,3.464101615134604,3018.0,51.9615242270659,1922.6666666666667,150.38727783071712,2100.0,3048.0,1993.0,16.599342465753427,22.07991780821918,2.9123254937807226,1066.25,59.365232876712334,2.0443287671232877,0,0.7010873825631502,16.37073770491803,1241.68,1.2688390821327906,0.0,2.8849086763645406,27.954209979452887,84.96217531415405
DHADING,1000.0,,1000.0,1580.0,2387.0,2025.0,2006,5992.0,-514.0,-571.0,0.0,1924.6666666666667,298.50516466777145,2797.6666666666665,358.4833794380616,2014.3333333333333,18.475208614066858,2094.0,2958.0,2025.0,16.751205479452054,22.108109589041096,2.8500083765666524,1095.98,61.14172602739726,2.0014794520547943,0,0.7973038679317042,16.599342465753427,1066.25,0.7010873825631502,0.0,2.9123254937807226,27.954209979452887,84.96217531415405
DHADING,951.0,,1004.0,1720.0,2609.0,1980.0,2007,6309.0,140.0,222.0,-45.0,1798.0,265.72918545014966,2651.3333333333335,287.84428660880735,2010.0,25.980762113532354,1580.0,2387.0,2025.0,16.385068493150687,21.63249315068493,2.810195251865126,1182.69,64.04750684931507,1.9682739726027396,0,1.0779271927318155,16.751205479452054,1095.98,0.7973038679317042,0.0,2.8500083765666524,27.954209979452887,84.96217531415405
DHADING,1000.0,,1000.0,1744.0,2542.0,1691.0,2008,5977.0,24.0,-67.0,-289.0,1681.3333333333333,88.57388629462609,2512.6666666666665,113.8698086998185,1898.6666666666667,181.24660916368424,1720.0,2609.0,1980.0,16.36311475409836,21.527431693989072,3.035277651457727,1314.44,64.23415300546448,1.9923224043715848,0,1.5043154183391807,16.385068493150687,1182.69,1.0779271927318155,0.0,2.810195251865126,27.954209979452887,84.96217531415405
DHADING,1000.0,,1003.0,1510.0,2470.0,1000.0,2009,4980.0,-234.0,-72.0,-691.0,1658.0,128.73228033403285,2540.3333333333335,69.5149863938222,1557.0,503.5543664789334,1744.0,2542.0,1691.0,17.189835616438355,22.87991780821918,2.7244422330006226,869.88,55.679041095890405,2.090547945205479,0,0.06556665495390301,16.36311475409836,1314.44,1.5043154183391807,0.0,3.035277651457727,27.954209979452887,84.96217531415405
DHADING,1000.0,0.0,1003.0,2500.0,2452.0,1691.0,2010,6643.0,990.0,-18.0,691.0,1918.0,517.4282558964093,2488.0,47.6235235991622,1460.6666666666667,398.94903601003136,1510.0,2470.0,1000.0,17.348191780821917,22.876821917808222,3.1948856364534524,1006.37,57.91479452054795,2.149123287671233,0,0.5072951476533284,17.189835616438355,869.88,0.06556665495390301,0.0,2.7244422330006226,27.954209979452887,84.96217531415405
DHADING,1000.0,0.0,1000.0,1700.0,2589.0,2000.0,2011,6289.0,-800.0,137.0,309.0,1903.3333333333333,525.3887449625594,2503.6666666666665,74.4468490490585,1563.6666666666667,512.0159502723849,2500.0,2452.0,1691.0,16.252794520547948,21.481534246575343,2.9569866105281366,1084.51,63.91627397260274,2.026767123287671,0,0.7601830106435334,17.348191780821917,1006.37,0.5072951476533284,0.0,3.1948856364534524,27.954209979452887,84.96217531415405
DHADING,1029.0,0.0,930.0,1639.0,2720.0,2516.0,2012,6875.0,-61.0,131.0,516.0,1946.3333333333333,480.45846161071336,2587.0,134.01119356232886,2069.0,416.8057101336303,1700.0,2589.0,2000.0,16.48054644808743,22.19448087431694,2.8817569522725117,1006.9,56.753497267759556,2.1873497267759565,0,0.5090104095855629,16.252794520547948,1084.51,0.7601830106435334,0.0,2.9569866105281366,27.954209979452887,84.96217531415405
DHADING,1000.0,0.0,1003.0,2500.0,3804.0,2104.0,2013,8408.0,861.0,1084.0,-412.0,1946.3333333333333,480.45846161071336,3037.6666666666665,666.8885464103679,2206.6666666666665,272.8906985101053,1639.0,2720.0,2516.0,16.254438356164382,21.572164383561645,3.0185053414666085,1423.04,64.60287671232877,2.0554794520547945,0,1.8557822972838474,16.48054644808743,1006.9,0.5090104095855629,0.0,2.8817569522725117,27.954209979452887,84.96217531415405
DHANKUTA,667.0,,900.0,768.0,1720.0,1510.0,1982,3998.0,-631.0,-779.0,249.0,1189.0,364.59703783766537,2073.0,394.5972630416992,1378.6666666666667,125.06131829360079,1399.0,2499.0,1261.0,14.85876712328767,20.52816438356164,2.405179981861079,841.51,62.34783561643835,2.238054794520548,0,0.01092684339706549,14.73090410958904,1165.28,1.4106790943866903,0.0,2.668190172331208,26.99053723636817,87.33347698881371
DHANKUTA,667.0,,899.0,1335.0,2221.0,1301.0,1983,4857.0,567.0,501.0,-209.0,1167.3333333333333,347.3101399805847,2146.6666666666665,394.7839071357054,1357.3333333333333,133.7173636194392,768.0,1720.0,1510.0,14.901369863013699,20.777369863013696,2.9935933354844337,762.66,56.26975342465753,2.3291780821917807,0,-0.3299647308393738,14.85876712328767,841.51,0.01092684339706549,0.0,2.405179981861079,26.99053723636817,87.33347698881371
DHANKUTA,800.0,,1000.0,1504.0,2000.0,1352.0,1984,4856.0,169.0,-221.0,51.0,1202.3333333333333,385.5182658880554,1980.3333333333333,251.07834102792143,1387.6666666666667,108.9694146691324,1335.0,2221.0,1301.0,14.903169398907105,20.725573770491803,3.284536272951321,894.7,59.2596174863388,2.2739617486338797,0,0.24088274490164657,14.901369863013699,762.66,-0.3299647308393738,0.0,2.9935933354844337,26.99053723636817,87.33347698881371
DHANKUTA,667.0,,750.0,1500.0,2000.0,1400.0,1985,4900.0,-4.0,0.0,48.0,1446.3333333333333,96.43823584726856,2073.6666666666665,127.5944094909068,1351.0,49.50757517794627,1504.0,2000.0,1352.0,15.144904109589042,20.82,3.1608439748663226,859.58,61.088054794520545,2.2655342465753425,0,0.08904872984541645,14.903169398907105,894.7,0.24088274490164657,0.0,3.284536272951321,26.99053723636817,87.33347698881371
DHANKUTA,667.0,,749.0,1400.0,1935.0,1412.0,1986,4747.0,-100.0,-65.0,12.0,1468.0,58.923679450625514,1978.3333333333333,37.52776749732347,1388.0,31.749015732775117,1500.0,2000.0,1400.0,14.846219178082192,20.681534246575342,2.804570764209507,782.75,59.00638356164383,2.305890410958904,0,-0.2431097945500894,15.144904109589042,859.58,0.08904872984541645,0.0,3.1608439748663226,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,,900.0,1504.0,1976.0,1300.0,1987,4780.0,104.0,41.0,-112.0,1468.0,58.923679450625514,1970.3333333333333,32.86842456421005,1370.6666666666667,61.49254697386781,1400.0,1935.0,1412.0,15.400712328767124,21.08027397260274,3.0482352892689484,954.22,59.93057534246575,2.234164383561644,0,0.49820508476915265,14.846219178082192,782.75,-0.2431097945500894,0.0,2.804570764209507,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,,1000.0,1433.0,2102.0,1135.0,1988,4670.0,-71.0,126.0,-165.0,1445.6666666666667,53.144457221175955,2004.3333333333333,87.03064594344437,1282.3333333333333,139.3425036854632,1504.0,1976.0,1300.0,15.674562841530056,21.359371584699453,2.9341351676132765,829.88,59.78882513661202,2.2236612021857924,0,-0.0393530425683091,15.400712328767124,954.22,0.49820508476915265,0.0,3.0482352892689484,26.99053723636817,87.33347698881371
DHANKUTA,1250.0,,1004.0,1593.0,2409.0,1432.0,1990,5434.0,160.0,307.0,297.0,1510.0,80.16857239592125,2162.3333333333335,222.71581293956913,1289.0,148.8052418431555,1433.0,2102.0,1135.0,15.514712328767123,21.296876712328768,2.6576324593566447,644.81,58.004219178082195,2.2906027397260273,0,-0.8394646930938362,14.913150684931507,822.67,-0.07052397789164123,0.0,3.2867108933037272,26.99053723636817,87.33347698881371
DHANKUTA,1250.0,,1003.0,1595.0,2370.0,2536.0,1991,6501.0,2.0,-39.0,1104.0,1540.3333333333333,92.95877222367668,2293.6666666666665,167.12969016106365,1701.0,738.2215114719971,1593.0,2409.0,1432.0,15.341342465753424,21.246904109589043,3.2366029518262787,680.01,55.651534246575345,2.330876712328767,0,-0.687284814677569,15.514712328767123,644.81,-0.8394646930938362,0.0,2.6576324593566447,26.99053723636817,87.33347698881371
DHANKUTA,2000.0,,1100.0,1900.0,2114.0,1074.0,1992,5088.0,305.0,-256.0,-1462.0,1696.0,176.6720124977357,2297.6666666666665,160.25084503157274,1680.6666666666667,762.0612398838648,1595.0,2370.0,2536.0,15.174234972677597,21.37344262295082,2.9018787933814365,605.32,53.54196721311475,2.364426229508197,0,-1.0101914941920853,15.341342465753424,680.01,-0.687284814677569,0.0,3.2366029518262787,26.99053723636817,87.33347698881371
DHANKUTA,667.0,,1100.0,1452.0,2248.0,1082.0,1993,4782.0,-448.0,134.0,8.0,1649.0,228.8296309484418,2244.0,128.04686642007212,1564.0,841.7861961329611,1900.0,2114.0,1074.0,15.52323287671233,21.646465753424657,2.6412901642469566,481.26,54.15301369863013,2.386246575342466,0,-1.546539099769418,15.174234972677597,605.32,-1.0101914941920853,0.0,2.9018787933814365,26.99053723636817,87.33347698881371
DHANKUTA,1500.0,,1086.0,1625.0,1910.0,1697.0,1994,5232.0,173.0,-338.0,615.0,1659.0,225.92697935394983,2090.6666666666665,170.20379940921737,1284.3333333333333,357.40220107511,1452.0,2248.0,1082.0,15.870273972602739,22.244794520547945,2.638209130323902,418.34,50.18419178082192,2.418191780821918,0,-1.8185606324384953,15.52323287671233,481.26,-1.546539099769418,0.0,2.6412901642469566,26.99053723636817,87.33347698881371
DHANKUTA,1050.0,,1000.0,1794.0,2312.0,1797.0,1995,5903.0,169.0,402.0,100.0,1623.6666666666667,171.0038985910362,2156.6666666666665,216.00308639770202,1525.3333333333333,387.17997537751535,1625.0,1910.0,1697.0,15.57786301369863,21.70567123287671,3.0185908941094155,597.34,53.44315068493151,2.4256438356164383,0,-1.0446913643557734,15.870273972602739,418.34,-1.8185606324384953,0.0,2.638209130323902,26.99053723636817,87.33347698881371
DHANKUTA,955.0,,1167.0,1665.0,2311.0,1830.0,1996,5806.0,-129.0,-1.0,33.0,1694.6666666666667,88.31949577150783,2177.6666666666665,231.80667232272054,1774.6666666666667,69.25556536000113,1794.0,2312.0,1797.0,15.594726775956284,21.703087431693987,3.0329739780096676,529.4,54.15316939890711,2.347704918032787,0,-1.338415822867171,15.57786301369863,597.34,-1.0446913643557734,0.0,3.0185908941094155,26.99053723636817,87.33347698881371
DHANKUTA,1091.0,,1010.0,1700.0,2300.0,1613.0,1997,5613.0,35.0,-11.0,-217.0,1719.6666666666667,66.7108187128099,2307.6666666666665,6.658328118466761,1746.6666666666667,116.92875323603425,1665.0,2311.0,1830.0,14.874109589041096,20.90709589041096,2.9239049221851636,572.07,54.58723287671233,2.359150684931507,0,-1.1539409532074514,15.594726775956284,529.4,-1.338415822867171,0.0,3.0329739780096676,26.99053723636817,87.33347698881371
DHANKUTA,600.0,,1008.0,1680.0,2348.0,1904.0,1998,5932.0,-20.0,48.0,291.0,1681.6666666666667,17.559422921422893,2319.6666666666665,25.146238950053103,1782.3333333333333,151.2426306744676,1700.0,2300.0,1613.0,15.755150684931507,21.64654794520548,2.92833890688479,647.05,58.743972602739724,2.3243561643835617,0,-0.829780519012801,14.874109589041096,572.07,-1.1539409532074514,0.0,2.9239049221851636,26.99053723636817,87.33347698881371
DHANKUTA,1087.0,,986.0,1493.0,2400.0,1530.0,1999,5423.0,-187.0,52.0,-374.0,1624.3333333333333,114.17676354378497,2349.3333333333335,50.013331556027765,1682.3333333333333,196.4034962350044,1680.0,2348.0,1904.0,16.15386301369863,22.30158904109589,3.000932695848039,550.91,54.07049315068493,2.3746027397260274,0,-1.2454218119372304,15.755150684931507,647.05,-0.829780519012801,0.0,2.92833890688479,26.99053723636817,87.33347698881371
DHANKUTA,1091.0,,980.0,1650.0,2510.0,1556.0,2000,5716.0,157.0,110.0,26.0,1607.6666666666667,100.43073898629531,2419.3333333333335,82.71235296697311,1663.3333333333333,208.82847826226524,1493.0,2400.0,1530.0,15.335792349726775,21.335819672131148,2.845574937127574,551.66,56.62390710382513,2.3631967213114753,0,-1.242179342936884,16.15386301369863,550.91,-1.2454218119372304,0.0,3.000932695848039,26.99053723636817,87.33347698881371
DHANKUTA,1091.0,,792.0,1258.0,3253.0,1750.0,2001,6261.0,-392.0,743.0,194.0,1467.0,197.28912793157167,2721.0,463.9967672301174,1612.0,120.21647141718991,1650.0,2510.0,1556.0,15.690657534246576,21.669835616438355,2.7378061225907455,604.79,56.89032876712329,2.286054794520548,0,-1.0124828389523308,15.335792349726775,551.66,-1.242179342936884,0.0,2.845574937127574,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,,1000.0,1700.0,2615.0,2278.0,2002,6593.0,442.0,-638.0,528.0,1536.0,242.04958169763495,2792.6666666666665,402.10239160359777,1861.3333333333333,373.6540289269385,1258.0,3253.0,1750.0,15.526821917808219,21.506219178082194,2.379503865344712,564.1,59.58413698630137,2.2887397260273974,0,-1.1883975904511346,15.690657534246576,604.79,-1.0124828389523308,0.0,2.7378061225907455,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,,990.0,1260.0,2826.0,2340.0,2003,6426.0,-440.0,211.0,62.0,1406.0,254.6134324814778,2898.0,325.0369209797555,2122.6666666666665,324.2242022633928,1700.0,2615.0,2278.0,15.362383561643837,21.175561643835618,2.750412479842417,678.8,60.006986301369864,2.243150684931507,0,-0.6925159979981284,15.526821917808219,564.1,-1.1883975904511346,0.0,2.379503865344712,26.99053723636817,87.33347698881371
DHANKUTA,1192.0,,1112.0,1170.0,2826.0,2415.0,2004,6411.0,-90.0,0.0,75.0,1376.6666666666667,283.60771028541063,2755.6666666666665,121.82090679901029,2344.3333333333335,68.60272103447126,1260.0,2826.0,2340.0,15.066256830601093,20.4655737704918,2.8212533810379345,988.93,65.9274863387978,2.2107103825136614,0,0.648266550105193,15.362383561643837,678.8,-0.6925159979981284,0.0,2.750412479842417,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,,988.0,1910.0,2826.0,2031.0,2005,6767.0,740.0,0.0,-384.0,1446.6666666666667,403.7738641038241,2826.0,0.0,2262.0,203.53623755980198,1170.0,2826.0,2415.0,15.261068493150685,20.8532602739726,2.690926552560477,947.94,63.75775342465754,2.1975342465753425,0,0.4710548110062506,15.066256830601093,988.93,0.648266550105193,0.0,2.8212533810379345,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,,995.0,2100.0,2548.0,1950.0,2006,6598.0,190.0,-278.0,-81.0,1726.6666666666667,491.3586605864736,2733.3333333333335,160.50337483471552,2132.0,248.40893703729773,1910.0,2826.0,2031.0,15.546027397260275,21.12786301369863,2.666123209556961,876.84,63.6673698630137,2.196438356164384,0,0.16366874977339282,15.261068493150685,947.94,0.4710548110062506,0.0,2.690926552560477,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,,980.0,2550.0,2650.0,1950.0,2007,7150.0,450.0,102.0,0.0,2186.6666666666665,328.6842456421259,2674.6666666666665,140.63190723777163,1977.0,46.765371804361244,2100.0,2548.0,1950.0,15.181534246575342,20.552849315068492,2.6707464259030185,1024.25,66.85205479452055,2.1335342465753424,0,0.8009652235615157,15.546027397260275,876.84,0.16366874977339282,0.0,2.666123209556961,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,,1053.0,2550.0,2734.0,1544.0,2008,6828.0,0.0,84.0,-406.0,2400.0,259.8076211353317,2644.0,93.14504817755935,1814.6666666666667,234.4042092909884,2550.0,2650.0,1950.0,15.123688524590165,20.513333333333332,2.6620254010285507,935.02,67.39270491803279,2.1615300546448086,0,0.4151978783602795,15.181534246575342,1024.25,0.8009652235615157,0.0,2.6707464259030185,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,,1125.0,2901.0,2720.0,1000.0,2009,6621.0,351.0,-14.0,-544.0,2667.0,202.64994448555882,2701.3333333333335,45.00370355129878,1498.0,476.66759906668733,2550.0,2734.0,1544.0,15.688246575342466,21.48246575342466,2.660806349685819,830.2,60.59109589041096,2.2565479452054795,0,-0.037969589128160994,15.123688524590165,935.02,0.4151978783602795,0.0,2.6620254010285507,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,500.0,1010.0,2235.0,2333.0,2200.0,2010,6768.0,-666.0,-387.0,1200.0,2562.0,333.1621226970438,2595.6666666666665,227.58368424237523,1581.3333333333333,600.8704796654047,2901.0,2720.0,1000.0,15.622246575342466,21.090821917808217,3.1615752373356103,1159.91,64.09284931506849,2.2095068493150687,0,1.387463016344209,15.688246575342466,830.2,-0.037969589128160994,0.0,2.660806349685819,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,0.0,1000.0,2332.0,2208.0,2059.0,2011,6599.0,97.0,-125.0,-141.0,2489.3333333333335,359.79762830420856,2420.3333333333335,266.9388194574426,1753.0,655.9169154702448,2235.0,2333.0,2200.0,14.822465753424657,20.01158904109589,2.7471066122054353,1163.64,69.3432602739726,2.1274794520547946,0,1.4035888955059328,15.622246575342466,1159.91,1.387463016344209,0.0,3.1615752373356103,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,0.0,1000.0,2160.0,2220.0,2418.0,2012,6798.0,-172.0,12.0,359.0,2242.3333333333335,86.23417729261112,2253.6666666666665,68.96617528421584,2225.6666666666665,180.87104061549928,2332.0,2208.0,2059.0,15.066256830601093,20.874535519125683,2.7607206832220923,899.86,60.54713114754098,2.2234426229508197,0,0.26319093162403107,14.822465753424657,1163.64,1.4035888955059328,0.0,2.7471066122054353,26.99053723636817,87.33347698881371
DHANKUTA,1000.0,0.0,1000.0,2748.0,2274.0,2286.0,2013,7308.0,588.0,54.0,-132.0,2413.3333333333335,302.3199188497732,2234.0,35.15679166249164,2254.3333333333335,181.58285528467047,2160.0,2220.0,2418.0,15.237808219178083,20.777424657534247,3.015060854101699,1240.57,64.56758904109589,2.1396164383561644,0,1.736179749101484,15.066256830601093,899.86,0.26319093162403107,0.0,2.7607206832220923,26.99053723636817,87.33347698881371
DHANUSA,784.0,,696.0,1802.0,729.0,1190.0,1982,3721.0,198.0,-971.0,40.0,1669.0,115.19114549304554,1443.3333333333333,626.7410416857455,1230.0,105.83005244258362,1604.0,1700.0,1150.0,25.03227397260274,31.615260273972602,3.2509803329294495,924.45,50.030547945205484,2.6703835616438356,48,-0.27496186158436714,24.488739726027397,1287.56,1.1933881687102126,32.0,3.8806762094823246,,
DHANUSA,804.0,,843.0,2120.0,2171.0,1200.0,1983,5491.0,318.0,1442.0,10.0,1842.0,260.3151935634952,1533.3333333333333,735.3056054004575,1180.0,26.457513110645905,1802.0,729.0,1190.0,25.629260273972605,32.397287671232874,3.5504443281075155,615.23,42.39183561643836,2.871589041095891,60,-1.5253906472627843,25.03227397260274,924.45,-0.27496186158436714,48.0,3.2509803329294495,,
DHANUSA,929.0,,1000.0,1713.0,1868.0,1370.0,1984,4951.0,-407.0,-303.0,170.0,1878.3333333333333,213.96806615318397,1589.3333333333333,760.3172583424193,1253.3333333333333,101.15993936995682,2120.0,2171.0,1200.0,24.614781420765027,31.25079234972678,4.456712735029604,1070.8899999999999,49.35112021857923,2.8195901639344263,52,0.3172145544778125,25.629260273972605,615.23,-1.5253906472627843,60.0,3.5504443281075155,,
DHANUSA,804.0,,926.0,1997.0,2000.0,1214.0,1985,5211.0,284.0,132.0,-156.0,1943.3333333333333,208.7398700136927,2013.0,151.91774089947495,1261.3333333333333,94.36807369726978,1713.0,1868.0,1370.0,25.008082191780822,31.22580821917808,4.4460679692143055,1223.4,52.32794520547945,2.711972602739726,77,0.9339369337023635,24.614781420765027,1070.8899999999999,0.3172145544778125,52.0,4.456712735029604,,
DHANUSA,936.0,,1000.0,1750.0,1312.0,1300.0,1986,4362.0,-247.0,-688.0,86.0,1820.0,154.39883419248986,1726.6666666666667,365.12646211050406,1294.6666666666667,78.13663246732189,1997.0,2000.0,1214.0,24.787945205479453,31.405123287671234,3.6984715113675546,985.83,49.37164383561644,2.8464109589041096,61,-0.02675243507592254,25.008082191780822,1223.4,0.9339369337023635,77.0,4.4460679692143055,,
DHANUSA,805.0,,900.0,1594.0,2012.0,1370.0,1987,4976.0,-156.0,700.0,70.0,1780.3333333333333,203.2051508533514,1774.6666666666667,400.72600780749605,1294.6666666666667,78.13663246732189,1750.0,1312.0,1300.0,25.047863013698628,31.344712328767123,4.217105831331947,1220.6,51.631917808219185,2.6047123287671234,73,0.9226142488828183,24.787945205479453,985.83,-0.02675243507592254,61.0,3.6984715113675546,,
DHANUSA,935.0,,1025.0,2068.0,2211.0,1613.0,1988,5892.0,474.0,199.0,243.0,1804.0,241.56986567036864,1845.0,472.19381613909354,1427.6666666666667,164.27517564541918,1594.0,2012.0,1370.0,25.222650273224044,31.76549180327869,4.001779728425206,1068.37,51.06177595628415,2.63879781420765,56,0.3070241381402225,25.047863013698628,1220.6,0.9226142488828183,73.0,4.217105831331947,,
DHANUSA,967.0,,1000.0,1912.0,2284.0,1804.0,1990,6000.0,-156.0,73.0,191.0,1858.0,241.56986567036864,2169.0,140.77997016621384,1595.6666666666667,217.5185815817428,2068.0,2211.0,1613.0,25.494273972602738,31.88468493150685,3.934070616261067,972.95,47.88457534246575,2.703342465753425,61,-0.07883678524582749,25.196383561643838,711.13,-1.1375886921933833,56.0,4.065826788493677,,
DHANUSA,933.0,,1000.0,1889.0,2002.0,1194.0,1991,5085.0,-23.0,-282.0,-610.0,1956.3333333333333,97.38754198219239,2165.6666666666665,146.3637022397745,1537.0,312.02083263782237,1912.0,2284.0,1804.0,25.92594520547945,32.824547945205474,3.699223017922,620.18,42.498876712328766,2.860602739726027,72,-1.5053737580282327,25.494273972602738,972.95,-0.07883678524582749,61.0,3.934070616261067,,
DHANUSA,6250.0,,1059.0,1902.0,1800.0,1326.0,1992,5028.0,13.0,-202.0,132.0,1901.0,11.53256259466843,2028.6666666666667,243.09943096052976,1441.3333333333333,320.93820796741124,1889.0,2002.0,1194.0,25.831393442622954,32.87213114754098,3.425529541023533,596.55,40.76527322404372,2.9811748633879778,80,-1.6009291302731747,25.92594520547945,620.18,-1.5053737580282327,72.0,3.699223017922,,
DHANUSA,825.0,,1273.0,1900.0,2469.0,1850.0,1993,6219.0,-2.0,669.0,524.0,1897.0,6.999999999996102,2090.3333333333335,343.136027448785,1456.6666666666667,346.9716607063655,1902.0,1800.0,1326.0,25.528246575342465,32.44545205479452,3.4964926212289686,716.78,43.68868493150685,2.8245479452054796,63,-1.1147411317539453,25.831393442622954,596.55,-1.6009291302731747,80.0,3.425529541023533,,
DHANUSA,943.0,,1105.0,2068.0,2291.0,1482.0,1994,5841.0,168.0,-178.0,-368.0,1956.6666666666667,96.42268059607798,2186.6666666666665,346.488576050255,1552.6666666666667,269.05265903412527,1900.0,2469.0,1850.0,25.981890410958904,33.05013698630137,3.578969657810882,629.97,41.67241095890411,2.922082191780822,69,-1.4657847993198962,25.528246575342465,716.78,-1.1147411317539453,63.0,3.4964926212289686,,
DHANUSA,1160.0,,1273.0,2098.0,2374.0,1732.0,1995,6204.0,30.0,83.0,250.0,2022.0,106.71457257563249,2378.0,89.06739021662226,1688.0,187.9042309262884,2068.0,2291.0,1482.0,25.598986301369862,32.31449315068493,4.0229094392947164,867.54,45.39967123287671,2.9281917808219178,72,-0.5050954305416105,25.981890410958904,629.97,-1.4657847993198962,69.0,3.578969657810882,,
DHANUSA,741.0,,1000.0,2000.0,2415.0,1774.0,1996,6189.0,-98.0,41.0,42.0,2055.3333333333335,50.2128801537342,2360.0,63.174361888348805,1662.6666666666667,157.864921161521,2098.0,2374.0,1732.0,25.367896174863386,32.203360655737704,3.9594361642004796,823.02,46.79109289617487,2.741830601092896,71,-0.685126119172369,25.598986301369862,867.54,-0.5050954305416105,72.0,4.0229094392947164,,
DHANUSA,852.0,,1198.0,1990.0,2212.0,1467.0,1997,5669.0,-10.0,-203.0,-307.0,2029.3333333333333,59.67690787342515,2333.6666666666665,107.3421321445283,1657.6666666666667,166.4521953394825,2000.0,2415.0,1774.0,25.023150684931508,31.671205479452055,3.8613208547125173,837.84,45.737753424657534,2.774931506849315,57,-0.6251967659489223,25.367896174863386,823.02,-0.685126119172369,71.0,3.9594361642004796,,
DHANUSA,77.0,,1198.0,2000.0,1170.0,1796.0,1998,4966.0,10.0,-1042.0,329.0,1996.6666666666667,5.773502691890688,1932.3333333333333,667.9568349327174,1679.0,183.9266158009762,1990.0,2212.0,1467.0,25.401397260273974,31.929534246575344,3.8033867483057797,802.5600000000001,50.28841095890411,2.874438356164384,60,-0.7678625946751836,25.023150684931508,837.84,-0.6251967659489223,57.0,3.8613208547125173,,
DHANUSA,0.0,,1200.0,2250.0,2287.0,1840.0,1999,6377.0,250.0,1117.0,44.0,2080.0,147.30919862656214,1889.6666666666667,624.3767559201202,1701.0,203.84062401788293,2000.0,1170.0,1796.0,25.97580821917808,32.92920547945205,4.106390133040551,633.84,44.38994520547945,2.909397260273973,67,-1.4501352313728828,25.401397260273974,802.5600000000001,-0.7678625946751836,60.0,3.8033867483057797,,
