District,YEAR,avg_temp,avg_max_temp,temp_range_stddev,annual_precip,avg_humidity,avg_wind,highheat_days,precip_zscore,avg_temp_lag1,annual_precip_lag1,precip_zscore_lag1,highheat_days_lag1,temp_range_stddev_lag1
Routahat,2008,24.63393442622951,30.307513661202183,4.028421105846981,1779.03,61.9220218579235,2.38775956284153,45,2.9391622335998218,24.620712328767123,1495.52,1.8366091904311013,45.0,3.7746069472864443
Routahat,2009,25.735205479452055,32.272821917808216,3.67885129235349,998.48,51.74682191780822,2.6703287671232876,68,-0.09634895769976085,24.63393442622951,1779.03,2.9391622335998218,45.0,4.028421105846981
Routahat,2010,25.893835616438356,32.30402739726027,4.0113461516324085,1050.28,53.5887397260274,2.833835616438356,88,0.10509807286755482,25.735205479452055,998.48,-0.09634895769976085,68.0,3.67885129235349
Routahat,2011,24.795150684931507,30.80608219178082,3.894040809761725,1266.88,58.27887671232877,2.6272876712328768,36,0.9474422199888026,25.893835616438356,1050.28,0.10509807286755482,88.0,4.0113461516324085
Routahat,2012,24.905218579234973,31.46622950819672,3.83738169938299,1081.21,53.502459016393445,2.7896994535519126,77,0.22538295038583844,24.795150684931507,1266.88,0.9474422199888026,36.0,3.894040809761725
Routahat,2013,24.486602739726028,30.716438356164385,3.9260122649683105,1361.99,59.31934246575343,2.579917808219178,42,1.3173191905922272,24.905218579234973,1081.21,0.22538295038583844,77.0,3.83738169938299
Routahat,2014,24.992301369863014,31.21301369863014,4.056667328774696,1291.39,57.92495890410959,2.584739726027397,71,1.0427601103209438,24.486602739726028,1361.99,1.3173191905922272,42.0,3.9260122649683105
Routahat,2015,25.703013698630137,31.897068493150687,3.5360218610944103,1204.99,55.16087671232877,2.5353424657534247,55,0.7067557967878143,24.992301369863014,1291.39,1.0427601103209438,71.0,4.056667328774696
Routahat,2016,26.229672131147538,32.53915300546448,4.0146235336485665,1017.49,52.720573770491804,2.682158469945355,73,-0.022420230844844388,25.703013698630137,1204.99,0.7067557967878143,55.0,3.5360218610944103
Routahat,2017,26.132849315068494,32.3733698630137,4.015430703143525,1092.93,54.678657534246575,2.6510684931506847,65,0.2709613132863973,26.229672131147538,1017.49,-0.022420230844844388,73.0,4.0146235336485665
Routahat,2018,25.902931506849313,32.444794520547944,3.5057390115152387,835.81,50.00991780821918,2.771013698630137,55,-0.7289626345797856,26.132849315068494,1092.93,0.2709613132863973,65.0,4.015430703143525
Routahat,2019,25.676712328767124,31.78882191780822,3.9766372942226957,1143.57,56.93268493150685,2.816164383561644,75,0.4678971748294252,25.902931506849313,835.81,-0.7289626345797856,55.0,3.5057390115152387
Rukum,1982,9.981534246575343,15.900602739726027,2.473081490937146,845.17,61.51679452054795,2.215890410958904,0,-0.21692750832064545,10.035424657534247,1233.09,0.8405838718417055,0.0,2.82179587602988
Rukum,1983,10.15627397260274,16.18441095890411,2.9695960068798057,923.86,57.56493150684932,2.2673698630136987,0,-0.0024101580809685616,9.981534246575343,845.17,-0.21692750832064545,0.0,2.473081490937146
Rukum,1984,10.41016393442623,16.592185792349728,2.932393510296494,809.93,57.034617486338796,2.2772677595628417,0,-0.31299551470577963,10.15627397260274,923.86,-0.0024101580809685616,0.0,2.9695960068798057
Rukum,1985,10.688438356164385,16.921260273972603,3.4717025254779785,891.03,57.24419178082192,2.339013698630137,0,-0.09190824688982097,10.41016393442623,809.93,-0.31299551470577963,0.0,2.932393510296494
Rukum,1986,10.120191780821918,16.247424657534246,2.9010230389618927,855.01,56.287863013698626,2.238931506849315,0,-0.1901026166398928,10.688438356164385,891.03,-0.09190824688982097,0.0,3.4717025254779785
Rukum,1987,11.226493150684933,17.944931506849315,2.625175900717792,584.08,49.05235616438356,2.3868219178082195,0,-0.9286867531303694,10.120191780821918,855.01,-0.1901026166398928,0.0,2.9010230389618927
Rukum,1988,11.103524590163934,17.271092896174864,3.3593452772331274,1100.23,57.10688524590164,2.2986338797814208,0,0.4783933120139836,11.226493150684933,584.08,-0.9286867531303694,0.0,2.625175900717792
Rukum,1989,10.583890410958904,17.04586301369863,3.009567109212925,618.89,52.340739726027394,2.415260273972603,0,-0.8337909727028293,11.103524590163934,1100.23,0.4783933120139836,0.0,3.3593452772331274
Rukum,1990,10.96558904109589,17.038246575342466,3.0919345810608845,828.28,57.33802739726028,2.294794520547945,0,-0.26297145349218104,10.583890410958904,618.89,-0.8337909727028293,0.0,3.009567109212925
Rukum,1991,11.002876712328767,17.548739726027396,2.800441960453248,504.29,51.125561643835624,2.3595068493150686,0,-1.146202820935984,10.96558904109589,828.28,-0.26297145349218104,0.0,3.0919345810608845
Rukum,1992,10.69483606557377,17.215628415300547,2.9508487811274757,672.62,52.713169398907105,2.402568306010929,0,-0.687317250141159,11.002876712328767,504.29,-1.146202820935984,0.0,2.800441960453248
Rukum,1993,11.076876712328767,17.752082191780822,2.810835712074072,466.53000000000003,49.40698630136986,2.410821917808219,0,-1.2491406166539938,10.69483606557377,672.62,-0.687317250141159,0.0,2.9508487811274757
Rukum,1994,11.17917808219178,17.965150684931505,2.9044666251546176,478.76,49.598246575342465,2.4473972602739726,0,-1.215800329534522,11.076876712328767,466.53000000000003,-1.2491406166539938,0.0,2.810835712074072
Rukum,1995,11.033095890410959,17.568493150684933,2.906252757861683,518.49,50.957232876712325,2.4163835616438356,0,-1.1074921032666054,11.17917808219178,478.76,-1.215800329534522,0.0,2.9044666251546176
Rukum,1996,11.09620218579235,17.530765027322406,3.0934170435240467,525.5,52.66789617486339,2.3852459016393444,0,-1.0883820940509474,11.033095890410959,518.49,-1.1074921032666054,0.0,2.906252757861683
